nombre_colegio,departamento_colegio,municipio_colegio,area_colegio,sector_colegio,lectura_critica,matematicas,sociales,ciencias,ingles,global,n_estudiantes
col luis lopez de mesa,santander,barrancabermeja,rural,no oficial,67.8333333333333,76.6111111111111,65.1111111111111,69.0555555555556,79.625,350.833333333333,18
col lujan,antioquia,medellín,urbano,no oficial,54.4285714285714,51.6666666666667,50.6190476190476,48.8571428571429,62.7142857142857,261.238095238095,21
col madre antonia cerini,antioquia,medellín,urbano,no oficial,50.6666666666667,44,45.4444444444444,43.2222222222222,57.1111111111111,233.444444444445,9
col madre carmen,norte santander,cúcuta,urbano,no oficial,59.7241379310345,57.7931034482759,52.9655172413793,56.8965517241379,61.448275862069,286.034482758621,29
col madre laura,cauca,popayán,urbano,no oficial,61.3863636363636,61.2727272727273,58.25,58.9772727272727,60.0227272727273,299.909090909091,44
col madrid campestre,antioquia,medellín,urbano,no oficial,63.1785714285714,62.0714285714286,58.8571428571429,59.25,71.1785714285714,308.107142857143,28
col mandalay,bogotá,bogotá d.c.,urbano,no oficial,56.76,54.04,50.6,52.56,62.28,270.88,25
col mano amiga,antioquia,bello,urbano,no oficial,61.0862068965517,57.7068965517241,55.448275862069,54.5862068965517,58.6379310344828,286.568965517241,58
col manzanares,antioquia,medellín,urbano,no oficial,58.6428571428572,58.9642857142857,53.8928571428572,55.6785714285714,64.5,287.071428571429,28
col maria auxiliadora,antioquia,medellín,urbano,no oficial,67.0769230769231,66.6538461538462,61.1153846153846,62.3846153846154,72.6153846153846,324.730769230769,26
col maria auxiliadora norte,bogotá,bogotá d.c.,urbano,no oficial,63.875,66.2916666666667,59.9583333333333,60.7083333333333,70.7083333333333,316.666666666667,24
col maria montessori,norte santander,cúcuta,urbano,no oficial,61.6666666666667,61.4,56.4,58.0666666666667,63.6666666666667,298.466666666667,15
col maria reina,norte santander,cúcuta,urbano,no oficial,63.0344827586207,61.6379310344828,59.3275862068966,58.7068965517241,66.8275862068966,305.741379310345,58
col maria reina del carmelo,antioquia,medellín,urbano,no oficial,60.1392405063291,57.2151898734177,55.0253164556962,54.1139240506329,58.8481012658228,283.974683544304,79
col mariano ospina rodriguez,norte santander,cúcuta,urbano,oficial,58.84,58.46,50.4466666666667,53.7933333333333,53,276.04,150
col mayor del caribe,magdalena,santa marta,urbano,no oficial,54.0625,53.875,51,48.5,52.5,259.5,16
col mayor jose celestino mutis,bogotá,bogotá d.c.,urbano,no oficial,59.7872340425532,58.8297872340426,54.5531914893617,56.8936170212766,61.0217391304348,288.829787234043,47
col mayor primeros maestros,bogotá,bogotá d.c.,urbano,no oficial,60.6829268292683,57.9756097560976,56.390243902439,56.2682926829268,67.7317073170732,292.963414634146,82
col mayor san marcos,cauca,popayán,urbano,no oficial,50.025,47.5,42.325,45.9,48.175,232.9,40
col mercedario san pedro nolasco,bogotá,bogotá d.c.,urbano,no oficial,59.5172413793103,61.8620689655172,55.8275862068966,56.551724137931,61.4827586206897,293.379310344828,29
col metropolitano de yumbo,valle,yumbo,urbano,no oficial,53,47,43.8,49.2,55.4,244.2,5
col miguel angel buonarroti,valle,cali,urbano,no oficial,57.3333333333333,52.4444444444444,52.6296296296296,51.3703703703704,55.1851851851852,267.888888888889,27
col miguel angel cornejo,cundinamarca,facatativá,urbano,no oficial,54.0769230769231,48.1538461538462,46.4230769230769,46.5,51.5769230769231,245.115384615385,26
col miguel antonio caro,santander,barrancabermeja,urbano,no oficial,55.8863636363636,48.4090909090909,47.0227272727273,49.9318181818182,54.9318181818182,253.318181818182,44
col miguel antonio caro,tolima,ibagué,urbano,no oficial,52.2857142857143,50.1428571428572,41.5714285714286,47,47.8571428571429,238.857142857143,7
col milit academia general santander,cundinamarca,facatativá,urbano,no oficial,59.3333333333333,55,48,49.3333333333333,48,263,3
col milit antonio nariño,bogotá,bogotá d.c.,urbano,no oficial,57.9333333333333,57.1333333333333,55.3333333333333,52.7333333333333,56.7333333333333,279.266666666667,15
col milit coronel juan jose rondon,cundinamarca,funza,urbano,no oficial,59.3448275862069,55.3793103448276,54.0689655172414,54.6551724137931,57.1379310344828,279.862068965517,29
col milit general francisco de paula santander,norte santander,cúcuta,urbano,no oficial,52.5,48.3928571428572,44.8214285714286,46.4642857142857,51.4285714285714,241.642857142857,28
col milit general pedro nel ospina,antioquia,medellín,urbano,no oficial,56.1071428571429,53.25,50.25,52.3214285714286,55.8214285714286,266,28
col milit general santander,santander,bucaramanga,urbano,no oficial,57.7804878048781,59.1219512195122,50.4146341463415,54.6585365853659,56.8536585365854,278.024390243902,41
col milit gustavo matamoros d`costa,norte santander,cúcuta,urbano,no oficial,52.8333333333333,51.3888888888889,47.6111111111111,47.4444444444444,52.9444444444444,250.388888888889,18
col milit jose antonio galan,bogotá,bogotá d.c.,urbano,no oficial,56.2127659574468,54.4893617021277,52,52.2340425531915,58.6170212765958,270.574468085106,47
col militar  manuel murillo toro,cesar,valledupar,urbano,no oficial,50.9411764705882,45.764705882353,43.1764705882353,46.5294117647059,52.0588235294118,235.176470588235,17
col militar colombia,nariño,pasto,urbano,no oficial,59.7142857142857,55.1904761904762,53.0476190476191,55.1428571428572,53.7894736842105,278.428571428571,21
col militar coop justiniano quiñonez angulo,bogotá,bogotá d.c.,urbano,no oficial,56.4358974358974,55.6923076923077,53.0641025641026,53.3974358974359,55.9871794871795,273.730769230769,78
col militar coronel fray jose ignacio mariño,boyaca,chiquinquirá,urbano,no oficial,54,48.5,46.25,46.125,49.625,243.875,8
col militar inocencio chinca,tolima,ibagué,urbano,no oficial,58.3617021276596,56.1702127659575,56.2340425531915,56.2127659574468,56.8913043478261,283.617021276596,47
col mix pedro morales pino,valle,cali,urbano,no oficial,54.5,51.125,49.125,50.25,48,255.0625,16
col mixto fray peña,valle,yumbo,urbano,no oficial,52.2962962962963,48.2592592592593,45.4074074074074,46.4814814814815,50.4814814814815,241.37037037037,27
col mixto manuel jose guzman,valle,el cerrito,urbano,no oficial,57.1111111111111,57.6111111111111,53.1666666666667,53.2222222222222,60.3888888888889,278.277777777778,18
col moderno la florida,boyaca,tunja,urbano,no oficial,61.2352941176471,66.0588235294118,59.5294117647059,62.7058823529412,63.1764705882353,312.235294117647,17
col monseñor ricardo trujillo,norte santander,cucutilla,urbano,oficial,50.0869565217391,47.4782608695652,44.7391304347826,45.5652173913044,43.463768115942,233.478260869565,69
col mpal simon bolivar,norte santander,cúcuta,urbano,oficial,56.6223776223776,55.951048951049,50.2307692307692,52.7272727272727,53.0714285714286,268.979020979021,143
col municipal gremios unidos,norte santander,cúcuta,urbano,oficial,58.5035971223022,59.1726618705036,52.7841726618705,55.1007194244604,53.5579710144928,280.870503597122,139
col musical britanico,nariño,pasto,urbano,no oficial,66.1428571428571,57.5714285714286,61.4285714285714,59.1428571428572,66.2857142857143,307.428571428571,7
col nal de capacitación academica y cultural cencal,antioquia,medellín,urbano,no oficial,46.9605263157895,41.6842105263158,42.1578947368421,41.8552631578947,41.4868421052632,215.157894736842,76
col naval santa fe de bogota,bogotá,bogotá d.c.,urbano,oficial,62.6190476190476,65,59.6190476190476,61.0952380952381,67.8571428571429,312.619047619048,21
col nazaret,antioquia,bello,urbano,no oficial,63.5692307692308,61.3846153846154,60.8461538461539,59.2615384615385,67.2615384615385,308.692307692308,65
col nstra  sra  del rosario,tolima,espinal,urbano,no oficial,57.3584905660377,55.9433962264151,53.3207547169811,54.1132075471698,57.8867924528302,276.905660377359,53
col nstra sra de las lajas,bogotá,bogotá d.c.,urbano,no oficial,58.7222222222222,60.4444444444444,55.0277777777778,55.8611111111111,61.25,289.083333333333,36
col ntra sra de las mercedes,norte santander,sardinata,urbano,oficial,59.3116883116883,59.1688311688312,53.1948051948052,56.2207792207792,52.7236842105263,283.168831168831,77
col nuestra madre de las mercedes,antioquia,medellín,urbano,no oficial,65,61.1111111111111,62.1111111111111,61.1111111111111,69,314.111111111111,9
col nuestra senora de la providencia,antioquia,medellín,urbano,no oficial,56.75,51.25,53.875,50.25,61.75,268.625,8
col nuestra senora de lourdes,antioquia,medellín,urbano,no oficial,58.5714285714286,52.7551020408163,52.734693877551,52.530612244898,54.2448979591837,270.734693877551,49
col nuestra senora del rosario de chiquinquira,antioquia,medellín,urbano,no oficial,60.5789473684211,61.6491228070175,57.7543859649123,59.1228070175439,67.7017543859649,301.929824561404,57
col nuestra se¥ora del milagro,norte santander,cúcuta,urbano,no oficial,59.8695652173913,55,54.2173913043478,54.6521739130435,56.3478260869565,279.869565217391,23
col nuestra se¿ora de la merced,norte santander,ragonvalia,urbano,oficial,52.3469387755102,56.4897959183674,49.8571428571429,51.5918367346939,45.9387755102041,260.265306122449,49
col nuestra se¿ora del rosario,norte santander,villa caro,urbano,oficial,52.1111111111111,47.8518518518519,44.5185185185185,46,42.0740740740741,235.962962962963,27
col nuestra señora de fatima,norte santander,cúcuta,urbano,oficial,63.2127659574468,64.3617021276596,59.468085106383,62.1276595744681,64.0425531914894,312.106382978723,47
col nuestra señora de la merced,norte santander,mutiscua,urbano,oficial,58.15625,66.3125,52.34375,58.375,50.53125,290.875,32
col nuestra señora de las lajas,nariño,pasto,urbano,oficial,62.0869565217391,59.9347826086957,58.8260869565217,58.4782608695652,62.6521739130435,300.260869565217,46
col nuestra señora del carmen,tolima,ibagué,urbano,no oficial,54.0434782608696,49.9565217391304,46.3478260869565,47.7826086956522,50.9565217391304,248.173913043478,23
col nuestra señora del pilar,norte santander,pamplonita,urbano,oficial,51.6538461538462,57.5,48.8076923076923,50.9230769230769,49.0769230769231,259.923076923077,26
col nuestra señora del rosario funza,cundinamarca,funza,urbano,no oficial,64.4705882352941,63.9411764705882,59.5294117647059,61.6176470588235,71.8181818181818,315.411764705882,34
col nuestra sra del carmen,nariño,pasto,urbano,no oficial,62.0625,64.0833333333333,58.1875,61.8541666666667,63,308.3125,48
col nueva alianza integral,bogotá,bogotá d.c.,urbano,no oficial,69.8275862068966,71.7931034482759,68.551724137931,65.8965517241379,71.8620689655172,346.206896551724,29
col nueva colombia,nariño,san andrés de tumaco,rural,no oficial,51.875,53.125,46.625,49.875,49.5,251.375,8
col nuevo colombo americano,bogotá,bogotá d.c.,urbano,no oficial,70.9577464788732,78.112676056338,70.0140845070423,71.1267605633803,85.5211267605634,367.760563380282,71
col nuevo gimnasio,meta,villavicencio,urbano,no oficial,70.4634146341464,75.1707317073171,69.7560975609756,72.3170731707317,81.6341463414634,363.390243902439,41
col nuevo liceo,tolima,ibagué,urbano,no oficial,61.8333333333333,59.6666666666667,60,61,65.5,305.166666666667,6
col nuevo san luis gonzaga,bogotá,bogotá d.c.,urbano,no oficial,59.7878787878788,59.4848484848485,56.2424242424243,57.030303030303,63.3939393939394,292.666666666667,33
col oriental no 26,norte santander,cúcuta,urbano,oficial,60.421052631579,62.671052631579,55.421052631579,59.7368421052632,62.0266666666667,298.592105263158,76
col oriental siglo xxi,santander,bucaramanga,urbano,no oficial,52.1851851851852,48.7777777777778,45.962962962963,47.962962962963,50.1851851851852,244.222222222222,27
col ortun velasco,norte santander,cácota,urbano,oficial,57.421052631579,58.0526315789474,52.2631578947368,56.2631578947369,53.6315789473684,279,19
col pablo correa leon,norte santander,cúcuta,urbano,oficial,58.5,56.6839622641509,51.9952830188679,54.6698113207547,50.8056872037915,275.518867924528,212
col pablo neruda,norte santander,cúcuta,urbano,oficial,66.9574468085106,70.8085106382979,62.5744680851064,64.8723404255319,64.7659574468085,330.978723404255,47
col pablo vi,antioquia,medellín,urbano,no oficial,56.8,53.4235294117647,52.1176470588235,50.8705882352941,56.0361445783133,267.517647058824,85
col padre luis variara,norte santander,cúcuta,urbano,no oficial,63.7666666666667,64.8,58.1,61.3666666666667,63.1833333333333,310.483333333333,60
col padre manyanet,antioquia,medellín,urbano,no oficial,65.804347826087,67.4565217391304,63.6630434782609,62.9130434782609,71.9565217391304,327.467391304348,92
col padre rafael garcia herreros,norte santander,cúcuta,urbano,oficial,51.2903225806452,56.9677419354839,48.1935483870968,52.0322580645161,50.1724137931035,259.451612903226,31
col paideia school,tolima,ibagué,urbano,no oficial,58.1944444444445,54.0833333333333,54.2222222222222,53.8888888888889,66.3939393939394,278.944444444445,36
col panamericano colombo sueco,antioquia,medellín,urbano,no oficial,64.0357142857143,62.8035714285714,59.4285714285714,60.2142857142857,67.7407407407408,310.303571428571,56
col para adultos comfamiliar de nariño,nariño,pasto,urbano,no oficial,51,39,34,48,39,213,1
col parroq confraternidad de la doctrina cristiana,bogotá,bogotá d.c.,urbano,no oficial,58.2368421052632,57.2894736842105,53.3947368421053,53.5526315789474,56.1052631578948,278.289473684211,38
col parroq de los santos apostoles,bogotá,bogotá d.c.,urbano,no oficial,58.875,57.0357142857143,53.7142857142857,54.7857142857143,57.9821428571429,281.196428571429,56
col parroq del inmaculado corazon de maria,bogotá,bogotá d.c.,urbano,no oficial,59.9583333333333,60.1666666666667,56.8611111111111,58.1805555555556,61.2571428571429,294.819444444445,72
col parroq monseñor emilio de brigard,bogotá,bogotá d.c.,urbano,no oficial,58.0540540540541,57.027027027027,52.027027027027,54.2162162162162,61.5405405405405,278.972972972973,37
col parroq san juan bautista de la salle,bogotá,bogotá d.c.,urbano,no oficial,63.3809523809524,62.6825396825397,60.7142857142857,59.1428571428572,64.4126984126984,308.52380952381,63
col parroq san luis gonzaga,bogotá,bogotá d.c.,urbano,no oficial,63.4489795918367,64.0102040816327,60.9795918367347,61.0714285714286,62.6734693877551,311.989795918367,98
col parroq san luis gonzaga,santander,barbosa,urbano,no oficial,61.2820512820513,63.1282051282051,56.5897435897436,60.1794871794872,63.4615384615385,302.666666666667,39
col parroq san pedro claver,bogotá,bogotá d.c.,urbano,no oficial,62.1617647058824,62.0588235294118,58.6470588235294,59.6029411764706,64.2352941176471,304.529411764706,68
col parroq santo cura de ars la fragua,bogotá,bogotá d.c.,urbano,no oficial,58.6666666666667,59.4166666666667,53.5416666666667,57,62,287.708333333333,24
col parroquial juan pablo ii,antioquia,bello,urbano,no oficial,58.2916666666667,59.25,53.0833333333333,55,54.9565217391304,281.208333333333,24
col parroquial maria inmaculada,valle,pradera,urbano,no oficial,60.1,59.85,56.7,56.4,60.75,292.25,20
col parroquial ntra se?ora del buen consejo,antioquia,medellín,urbano,no oficial,60.6486486486487,56.4864864864865,57.5135135135135,54.5405405405406,59.6486486486487,287.378378378378,37
col parroquial nuestra señora de chiquinquira,antioquia,bello,urbano,no oficial,59.0260869565217,56.2521739130435,52.8695652173913,54.3217391304348,60.4869565217391,279.973913043478,115
col parroquial nuestra señora de fátima,valle,ansermanuevo,urbano,no oficial,56.5,54.6,47.9,49.6,58.9,263.4,10
col parroquial san francisco de asis,antioquia,bello,urbano,no oficial,65.3661971830986,67.8028169014085,61.5492957746479,61.9295774647887,67.7887323943662,322.183098591549,71
col parroquial santiago apostol,cundinamarca,funza,urbano,no oficial,61.8032786885246,60.7540983606558,58.1475409836066,58.8688524590164,63.4590163934426,300.836065573771,61
col pbro daniel jordan,norte santander,cúcuta,urbano,oficial,54.8888888888889,52.4583333333333,49.3055555555556,49.9722222222222,50.6666666666667,257.944444444444,72
col pedag de los andes,norte santander,cúcuta,urbano,no oficial,51.5666666666667,50.9666666666667,46.7333333333333,48.4666666666667,52.3333333333333,248.3,30
col pedag ofelia villamizar,norte santander,cúcuta,urbano,no oficial,55.7857142857143,48.7142857142857,48.2857142857143,48.1428571428572,55.8461538461539,252.642857142857,14
col pestalozzi,antioquia,medellín,urbano,no oficial,58.2222222222222,54.2222222222222,54.5555555555556,53.7777777777778,60,277.333333333333,9
col piaget,huila,neiva,urbano,no oficial,61.5783132530121,63.3253012048193,56.1084337349398,58.2771084337349,64.0120481927711,300.698795180723,83
col pilar del saber (antes jard. inf. piolin),bolivar,cartagena de indias,urbano,no oficial,63,59,61.4117647058824,60.4117647058824,63.2352941176471,305.705882352941,17
col politecnico los libertadores,valle,dagua,urbano,no oficial,52.5714285714286,48.7142857142857,45.4642857142857,47.5357142857143,45.3928571428572,241.678571428571,28
col presbitero alvaro suarez,norte santander,villa del rosario,urbano,oficial,58.8076923076923,57.5192307692308,52.2307692307692,54.6153846153846,53.0392156862745,277.730769230769,52
col presentacion,huila,pitalito,urbano,no oficial,63.4,61.4666666666667,59.9666666666667,58.8833333333333,64.2166666666667,305.883333333333,60
col primero de mayo,norte santander,cúcuta,urbano,no oficial,61.7058823529412,61.4117647058824,55.5882352941176,58.2352941176471,60.2941176470588,296.529411764706,17
col principe de paz,norte santander,cúcuta,urbano,no oficial,51.2142857142857,47.7142857142857,42.2857142857143,48.2857142857143,51.0714285714286,238.428571428571,14
col provincial san jose,norte santander,pamplona,urbano,oficial,62.0704225352113,64.5352112676056,60.056338028169,62.2676056338028,61.8723404255319,311.056338028169,142
col psicopedagogico de chia,cundinamarca,chía,urbano,no oficial,62,57.6875,53.25,56.625,66.7333333333333,290,16
col puerto nuevo,norte santander,cúcuta,rural,oficial,52.2142857142857,51,43.1071428571429,47.8214285714286,44.7142857142857,241.178571428571,28
col puerto santander,norte santander,puerto santander,urbano,oficial,49.1666666666667,44.7179487179487,42.4615384615385,45.3589743589744,42.6666666666667,226.153846153846,78
col rafael contreras navarro,norte santander,ocaña,rural,oficial,54,53.6315789473684,49.1842105263158,51.2105263157895,50.1578947368421,259.289473684211,38
col rafael nu¥ez,norte santander,cúcuta,urbano,no oficial,47.2692307692308,45.0512820512821,41.6025641025641,43.948717948718,44.3205128205128,222.269230769231,78
col rafael pombo,huila,neiva,urbano,no oficial,65.125,69.625,66.4583333333333,65.625,70.125,334.708333333333,24
col rafael pombo,nariño,san andrés de tumaco,urbano,no oficial,55.9473684210526,54.8421052631579,54.0526315789474,53.6842105263158,57.4705882352941,273.684210526316,19
col raimundo ordo¿ez ya¿ez,norte santander,lourdes,urbano,oficial,56.2105263157895,56.0526315789474,52.4736842105263,53.9736842105263,53.8947368421053,273.157894736842,38
col ramon lozano garces 2,choco,quibdó,urbano,no oficial,39.5,28,30.5,38.5,36.5,171.5,2
col real de colombia,bogotá,bogotá d.c.,urbano,no oficial,58.5714285714286,55.2142857142857,53.9107142857143,54.25,62.7857142857143,280.267857142857,56
col real escandinavo,bogotá,bogotá d.c.,urbano,no oficial,67.65,67.55,63.7,64.65,77.4,333.9,20
col refous,cundinamarca,cota,rural,no oficial,68.1758241758242,74.6923076923077,67.4395604395604,67.8571428571429,76.3956043956044,350.395604395604,91
col reina de la paz,santander,floridablanca,urbano,no oficial,64.948275862069,66.5,61.7413793103448,64.0172413793104,68.8448275862069,323.293103448276,58
col rembrandt,bogotá,bogotá d.c.,urbano,no oficial,58.1698113207547,57.622641509434,53.4716981132076,55.2452830188679,59.2830188679245,281.830188679245,53
col remedios catalina amaya,la guajira,riohacha,urbano,no oficial,53.8095238095238,49.0476190476191,46.952380952381,48.8571428571429,50.4,248.52380952381,21
col ricaurte,cundinamarca,fusagasugá,urbano,no oficial,61.8974358974359,65.2179487179487,57.025641025641,59.6794871794872,65.5384615384615,306.538461538462,78
col richard bach,valle,cali,urbano,no oficial,59.2222222222222,55.5555555555556,55.4444444444444,52.3333333333333,60.4444444444444,280.111111111111,9
col roosevelth (antiguo lic abeja maya),norte santander,cúcuta,urbano,no oficial,65.5833333333333,58.75,62,64.0833333333333,66.5833333333333,314.666666666667,12
col rr oblatas al divino amor,bogotá,bogotá d.c.,urbano,no oficial,66.1320754716981,67.188679245283,64.0377358490566,63.6603773584906,70.8301886792453,328.415094339623,53
col sagrada familia aldea pablo vi,antioquia,medellín,urbano,no oficial,57.1025641025641,53.4615384615385,53.7948717948718,51.6410256410256,51.012987012987,268.858974358974,78
col sagrado corazon de jesus,bolivar,magangué,urbano,no oficial,41.4444444444445,36.7333333333333,36.3333333333333,37.6888888888889,37.9777777777778,190.133333333333,45
col sagrado corazon de jesus,bolivar,mompós,urbano,no oficial,59.34375,58.625,54.03125,54.625,57.625,283.59375,32
col sagrado corazon de jesus,boyaca,samacá,urbano,no oficial,64.76,69.6,65.04,64.64,72.44,332.48,25
col sagrado corazon de jesus,norte santander,cúcuta,urbano,oficial,64.1158536585366,68.0304878048781,59.969512195122,61.9390243902439,63.6319018404908,317.640243902439,164
col sagrado corazon de jesus bethlemitas,norte santander,pamplona,urbano,no oficial,64.4736842105263,64.6842105263158,60.5263157894737,63.5263157894737,64.7368421052632,317.078947368421,38
col sagrado corazon de jesus hermanas bethlemitas,santander,barrancabermeja,urbano,no oficial,60.9787234042553,66.936170212766,58.7446808510638,62.5106382978724,66.0212765957447,312.936170212766,47
col sagrado corazon de maria,antioquia,bello,urbano,no oficial,56.6307692307692,53.7538461538462,51.5846153846154,53.2,59.34375,270.938461538462,65
col sagrados corazones,antioquia,medellín,urbano,no oficial,60.1555555555556,59.5111111111111,53.9555555555556,57.0222222222222,61.2,289.666666666667,45
col sagrados corazones,norte santander,cúcuta,urbano,no oficial,61.8048780487805,59.8536585365854,55.9756097560976,57.219512195122,62.0487804878049,294.804878048781,41
col saint andrews,risaralda,pereira,rural,no oficial,68,74.0714285714286,63.7857142857143,67,81.2857142857143,346.071428571429,14
col salesiano de leon xiii,bogotá,bogotá d.c.,urbano,no oficial,62.2857142857143,60,57.5357142857143,58.9107142857143,66.9821428571429,301.232142857143,56
col salesiano el sufragio,antioquia,medellín,urbano,no oficial,61.1279069767442,61.1395348837209,58.546511627907,57.0813953488372,63.4069767441861,298.883720930233,86
col san antonio,norte santander,villa del rosario,urbano,oficial,52.7692307692308,52.3205128205128,48.5512820512821,51.2564102564103,51.1794871794872,256.192307692308,78
col san bartolome apostol,cundinamarca,gachancipá,urbano,no oficial,57.28,56.12,53.8,53.72,56.44,276.6,25
col san bernardo,norte santander,toledo,rural,oficial,49.6785714285714,47.4642857142857,42.5357142857143,47.6428571428572,46.2142857142857,233.892857142857,28
col san buenaventura,antioquia,bello,urbano,no oficial,62.4943820224719,62.2921348314607,56.1797752808989,57.2696629213483,65.3595505617978,300.033707865169,89
col san buenaventura,cundinamarca,girardot,urbano,no oficial,46,36,39,38,42,200,1
col san carlos,valle,sevilla,urbano,no oficial,63.3846153846154,67.5384615384615,61.2307692307692,61.7692307692308,65.1538461538462,318.076923076923,13
col san felipe neri,nariño,pasto,urbano,no oficial,60.5154639175258,62.8247422680412,57.1340206185567,61.9278350515464,61.4639175257732,303.309278350515,97
col san francisco javier,antioquia,medellín,urbano,no oficial,60,54.6363636363636,55.9090909090909,51.7272727272727,62.7,279.818181818182,11
col san francisco solano,quindio,calarcá,rural,no oficial,63,62.6875,60.6875,59.875,67.9375,310.3125,16
col san gabriel de la dolorosa,antioquia,medellín,urbano,no oficial,60.9,62.5,54.65,55.9,61.8,293.75,20
col san gregorio hernandez,bogotá,bogotá d.c.,urbano,no oficial,57.5384615384616,54.4615384615385,49.9230769230769,51.7692307692308,52.4615384615385,266.769230769231,13
col san ignacio de loyola,antioquia,medellín,urbano,no oficial,67.4341085271318,72.5271317829457,66.015503875969,66.4961240310078,79.968992248062,345.124031007752,129
col san isidro labrador,tolima,ibagué,urbano,no oficial,60.8846153846154,63.8076923076923,58.5,60.6538461538462,64.1153846153846,305.961538461538,26
col san jose,risaralda,pereira,urbano,no oficial,57.3207547169811,54,52.9811320754717,53.2830188679245,62.1509433962264,275.018867924528,53
col san jose de las vegas,antioquia,medellín,urbano,no oficial,67.5348837209302,68.4069767441861,66.2325581395349,66.1046511627907,82.4767441860465,341.244186046512,86
col san josé de cúcuta,norte santander,cúcuta,urbano,oficial,57.0691823899371,57.3270440251572,50.8553459119497,54.0754716981132,53.8616352201258,273.811320754717,159
col san juan bosco,antioquia,medellín,urbano,no oficial,66.3170731707317,65.8780487804878,63.8048780487805,61.5853658536585,72.8292682926829,325.243902439024,41
col san juan de los pastos,bogotá,bogotá d.c.,urbano,no oficial,58.25,55,52.3055555555556,52.4166666666667,57.5833333333333,273.611111111111,36
col san lucas,antioquia,medellín,urbano,no oficial,64.25,60.7083333333333,58.7083333333333,59.5416666666667,69.8636363636364,307,24
col san luis,cundinamarca,zipaquirá,urbano,no oficial,61.4516129032258,63.5483870967742,59.6451612903226,57.7741935483871,66.258064516129,305.290322580645,31
col san nicolas de tolentino,bogotá,bogotá d.c.,urbano,no oficial,57.9795918367347,58.0408163265306,53.1836734693878,54.530612244898,59.0816326530612,280.918367346939,49
col san pedro claver,norte santander,cúcuta,urbano,no oficial,49.2333333333333,46.0166666666667,43.0333333333333,44.9333333333333,45.0666666666667,228.716666666667,60
col san rafael,bolivar,el carmen de bolívar,urbano,no oficial,66.6086956521739,65.6956521739131,62,60.5217391304348,61.2608695652174,317.565217391304,23
col san rafael arcangel,huila,neiva,urbano,no oficial,57.4285714285714,53.4285714285714,52.3571428571429,53.3571428571429,57.1428571428572,271.857142857143,14
col san tarsicio,norte santander,cúcuta,urbano,no oficial,64.4444444444445,60.5555555555556,63.5555555555556,60.7777777777778,62.1111111111111,311.555555555556,9
col san tarsicio los patios,norte santander,los patios,urbano,no oficial,54.2272727272727,56.3181818181818,49.4090909090909,50.7272727272727,54.2727272727273,263.863636363636,22
col san vicente ferrer,santander,bucaramanga,urbano,no oficial,62.0454545454546,57.9545454545455,56.3636363636364,59.1363636363636,65.0952380952381,296.454545454545,22
col santa ana,santander,bucaramanga,urbano,no oficial,63.56,64.22,59.04,60.04,66.92,310.62,50
col santa barbara,norte santander,ábrego,urbano,oficial,59.2920353982301,58.353982300885,53.858407079646,56.1592920353982,54.6696428571429,283.70796460177,113
col santa catalina del sur oriente,bogotá,bogotá d.c.,urbano,no oficial,53.4,47.2,46.8,47.9333333333333,52.9333333333333,245.666666666667,15
col santa cecilia,norte santander,cúcuta,urbano,no oficial,51.8333333333333,51.3333333333333,46.5833333333333,47.875,54.7826086956522,249.208333333333,24
col santa clara de asis,antioquia,medellín,urbano,no oficial,62.2083333333333,58.2916666666667,58.0833333333333,56.9166666666667,66.1666666666667,297.25,24
col santa cruz,valle,cali,urbano,no oficial,50.75,46,44.5,46,42,232.25,12
col santa cruz de mompos,bolivar,mompós,urbano,no oficial,58.0625,60.6875,58.6875,61.25,55.25,296.625,16
col santa isabel de hungria,bogotá,bogotá d.c.,urbano,no oficial,60.8939393939394,58.7272727272727,57.0757575757576,58.3484848484849,63.3484848484849,295.575757575758,66
col santa isabel de hungria,santander,floridablanca,urbano,no oficial,60.4838709677419,60.8279569892473,56.9139784946237,57.2150537634409,62,295.548387096774,93
col santa lucia,valle,cali,urbano,no oficial,57.5789473684211,52.8421052631579,53.8947368421053,53.8421052631579,55.6842105263158,273.21052631579,19
col santa maria de la esperanza,cundinamarca,facatativá,urbano,no oficial,61.6896551724138,59.3103448275862,57.9310344827586,57.6896551724138,66.8275862068966,298.655172413793,29
col santa maria del llano,casanare,aguazul,urbano,no oficial,61.6666666666667,62.3333333333333,64.3333333333333,66,62,317,3
col santa maria del rosario,antioquia,medellín,urbano,no oficial,62.4411764705882,59.8529411764706,56.3529411764706,58.9705882352941,70.7058823529412,301.411764705882,34
col santa maria goretti,risaralda,santa rosa de cabal,urbano,no oficial,61.6956521739131,62.4782608695652,59.3478260869565,59.5217391304348,67.7826086956522,306.478260869565,23
col santa mariana de jesus,bogotá,bogotá d.c.,urbano,no oficial,63.2105263157895,62.6666666666667,59.5263157894737,59.5438596491228,65.875,307.842105263158,57
col santa rita de casia,valle,guadalajara de buga,urbano,no oficial,60.6666666666667,55.3333333333333,53.6666666666667,54.3333333333333,52,278.666666666667,3
col santa rosa de lima,risaralda,pereira,urbano,no oficial,57.3620689655173,57.7413793103448,52.1724137931034,52.1206896551724,59.0344827586207,275.879310344828,58
col santa teresa de jesus,bogotá,bogotá d.c.,urbano,no oficial,61.3222222222222,60.2555555555556,58.5333333333333,56.9888888888889,69.0333333333333,300.066666666667,90
