date,STOXX50E,FTSE100,FTSE250,DAX40,MDAX,TecDAX,CAC40,AEX,IBEX35,SMI
2018-12-14,3092.60009765625,6845.2001953125,17666.900390625,10865.76953125,22281.44921875,2519.830078125,4853.7001953125,506.5299987792969,8886.099609375,8713.6796875
2016-02-25,2877.419921875,6012.7998046875,16399.099609375,9331.48046875,19022.8203125,1589.4200439453125,4248.4501953125,415.3800048828125,8215.5908203125,7794.0498046875
2018-04-12,3443.969970703125,7258.2998046875,19772.900390625,12415.009765625,25644.869140625,2607.93994140625,5309.22021484375,547.9000244140625,9747,8774.759765625
2016-07-25,2973.219970703125,6710.10009765625,17091,10198.240234375,20878.94921875,1683.75,4388,452.8399963378906,8575.7001953125,8194.41015625
2015-01-16,3202.239990234375,6550.2998046875,15922.5,10167.76953125,17675.419921875,1439.47998046875,4379.6201171875,432.9800109863281,10038.890625,7899.58984375
2019-07-04,3544.14990234375,7603.60009765625,19797.599609375,12629.900390625,26063.369140625,2944.300048828125,5620.72998046875,573.530029296875,9401,10066.48046875
2022-09-20,3467.090087890625,7192.7001953125,18528.099609375,12670.830078125,23759.509765625,2777.679931640625,5979.47021484375,661.6099853515625,7873.10009765625,10476.5400390625
2015-01-19,3220.89990234375,6585.5,16067.2001953125,10242.349609375,17874.119140625,1453.4100341796875,4394.93017578125,435.30999755859375,10157.4892578125,8152.77978515625
2011-07-25,2742.699951171875,5925.2998046875,11786.2001953125,7344.5400390625,10914.099609375,849.57000732421875,3812.969970703125,337.2699890136719,9866.1904296875,6017.490234375
2021-03-17,3849.739990234375,6762.7001953125,21558.599609375,14596.6103515625,31867.400390625,3372.7900390625,6054.81982421875,680.71002197265625,8599.5,10922.490234375
2018-03-05,3355.320068359375,7116,19567,12090.8701171875,25586.2890625,2537.360107421875,5167.22998046875,526.510009765625,9590.7998046875,8808.3798828125
2017-06-15,3525.4599609375,7419.39990234375,19553.69921875,12691.8095703125,25017.939453125,2249.02001953125,5216.8798828125,518.75,10699.599609375,8853.009765625
2013-05-31,2769.639892578125,6583.10009765625,14350.900390625,8348.83984375,14093.58984375,964.9199829101564,3948.590087890625,363.3800048828125,8320.5908203125,7947.009765625
2023-11-08,4178.490234375,7401.7001953125,17846.30078125,15229.599609375,25391.119140625,2993.52001953125,7034.16015625,734.6400146484375,9283.7998046875,10595.0595703125
2018-10-01,3414.159912109375,7495.7001953125,20401.19921875,12339.0302734375,26176.939453125,2852.22998046875,5506.81982421875,552.54998779296875,9407,9127.0498046875
2024-10-28,4969.830078125,8285.599609375,20835.099609375,19531.619140625,27336.970703125,3420.8701171875,7556.93994140625,896.80999755859375,11904,12237.9697265625
2020-02-21,3800.3798828125,7403.89990234375,21780.19921875,13579.330078125,28983.390625,3237.14990234375,6029.72021484375,617.33001708984375,9886.2001953125,11110.7802734375
2018-04-19,3486.60009765625,7328.89990234375,20147.19921875,12567.419921875,26020.669921875,2638.760009765625,5391.64013671875,551.30999755859375,9868,8833.1796875
2013-10-11,2974.280029296875,6487.2001953125,14969.7998046875,8724.830078125,15235.0400390625,1088.199951171875,4219.97998046875,376.1099853515625,9668.490234375,7936.080078125
