date,Bovespa,IBrX100,Merval,IPSA,IGPA,IGBC,IPC_Mexico
2015-04-06,53737,43.7599983215332,11439,3979.919921875,19351.099609375,10320.73046875,44850.05859375
2017-10-06,76055,62.06999969482422,26798,5485.6298828125,27432.859375,11120.009765625,50302.9609375
2018-06-07,73851,59.45000076293945,30178,5467.8701171875,27667.689453125,12263.0498046875,45476.5703125
2015-02-09,49383,39.81999969482422,9120,3923.7099609375,19103.9296875,10948.1201171875,42810.2890625
2017-06-07,63171,51.7400016784668,22219,4890.39013671875,24508.19921875,10757.83984375,49274.96875
2016-09-14,57059,46.880001068115234,15546,4065.27001953125,20212.51953125,10107.6103515625,45767.5703125
2015-02-19,51294,41.81999969482422,9389,3996.1298828125,19442.7890625,10617.1298828125,43231.421875
2014-08-19,58449,47.119998931884766,8844,3947.9599609375,19229.359375,14266.169921875,44962.87890625
2017-09-11,74319,60.959999084472656,24067,5152.08984375,25759.7109375,11254.759765625,50359.3203125
2017-03-15,66235,53.22999954223633,19368,4548.85986328125,22850.029296875,9886.900390625,47470.30859375
2015-02-27,51583,42.0099983215332,9602,3983.719970703125,19357.66015625,10457.91015625,44190.171875
2016-10-25,63866,51.91999816894531,18409,4313.02001953125,21514.0703125,10039.5498046875,48093.53125
2016-12-27,58697,47.54999923706055,16387,4041.320068359375,20289.3203125,10019.6396484375,45299.671875
2017-10-17,76201,62.16999816894531,26622,5483.2998046875,27483.5703125,11030.5703125,50140.51953125
2018-12-06,88846,72.3499984741211,32020,5121.080078125,26002.810546875,11849.6103515625,41987
2014-09-09,58676,47.529998779296875,10688,4062.510009765625,19690.439453125,14333.5,45915.171875
2018-03-15,84928,68.81999969482422,32708,5587.16015625,27991.51953125,11398.490234375,47817.05078125
2018-10-25,84084,68.25,29335,5141.669921875,26135.669921875,12421.759765625,46275.7109375
2013-05-22,56429,44.040000915527344,3548,4270.1201171875,20978.51953125,13329.6396484375,40119.01953125
2013-09-06,53749,41.5,4182,3799.280029296875,18691.5703125,13764.8798828125,39915.05859375
2015-09-21,46590,38.650001525878906,10277,3793.68994140625,18517.4609375,9481.2998046875,43618.140625
2019-04-09,96292,78.69999694824219,31743,5281.77978515625,26768.439453125,13244.1396484375,45151.62890625
2014-07-15,55974,45.40999984741211,8625,3964.219970703125,19285.470703125,13784.9404296875,43960.4296875
2013-08-27,50092,39.849998474121094,3848,3558.239990234375,17681.51953125,13569.6298828125,39656
2013-10-09,52548,42.2400016784668,4946,3776.530029296875,18629.9609375,14098.5498046875,39866.171875
2017-10-02,74360,60.650001525878906,26351,5371.43017578125,26838.490234375,11102.7099609375,50501.16015625
2013-05-10,55108,43.029998779296875,3713,4319.9599609375,21185.51953125,13190.8798828125,41741.5390625
2018-05-03,83288,67.69999694824219,29503,5640.10009765625,28413.30078125,12353.2900390625,47094.12890625
