date,Nikkei225,TOPIX,HangSeng,HSCEI,CSI300,SHComposite,SZComponent,KOSPI,Nifty50,BSE_Sensex
2021-07-08,28118.029296875,1920.3199462890625,27153.130859375,9822.5595703125,5088.259765625,3525.5,14882.900390625,3252.679931640625,15727.900390625,52568.94140625
2021-06-11,28948.73046875,1954.02001953125,28842.130859375,10750.9501953125,5224.7001953125,3589.75,14801.240234375,3249.320068359375,15799.349609375,52474.76171875
2021-05-20,28098.25,1895.9200439453125,28450.2890625,10642.7998046875,5186.41015625,3506.93994140625,14535.099609375,3162.280029296875,14906.0498046875,49564.859375
2021-04-22,29188.169921875,1922.5,28755.33984375,10939.1201171875,5089.240234375,3465.110107421875,14209.4404296875,3177.52001953125,14406.150390625,48080.671875
2021-04-28,29053.970703125,1909.06005859375,29071.33984375,11014.6904296875,5119.240234375,3457.070068359375,14398.3798828125,3181.469970703125,14864.5498046875,49733.83984375
2021-06-23,28874.890625,1949.1400146484375,28817.0703125,10673.91015625,5147.39013671875,3566.219970703125,14843.830078125,3276.18994140625,15686.9501953125,52306.078125
2021-03-25,28729.880859375,1955.550048828125,27899.609375,10744.26953125,4926.35009765625,3363.590087890625,13421.16015625,3008.330078125,14324.900390625,48440.12109375
2021-03-15,29766.970703125,1968.72998046875,28833.759765625,11144.080078125,5035.5400390625,3419.949951171875,13520.0703125,3045.7099609375,14929.5,50395.078125
2021-06-18,28964.080078125,1946.56005859375,28801.26953125,10646.3896484375,5102.47021484375,3525.10009765625,14583.669921875,3267.929931640625,15683.349609375,52344.44921875
2021-03-26,29176.69921875,1984.1600341796875,28336.4296875,10966.0595703125,5037.990234375,3418.326904296875,13769.6796875,3041.010009765625,14507.2998046875,49008.5
2021-07-19,27652.740234375,1907.1300048828125,27489.779296875,9958.5595703125,5113.490234375,3539.1201171875,14992.900390625,3244.0400390625,15752.400390625,52553.3984375
2021-06-02,28946.140625,1942.3299560546875,29297.619140625,10951.83984375,5289.97021484375,3597.139892578125,14857.91015625,3224.22998046875,15576.2001953125,51849.48046875
2021-08-03,27641.830078125,1931.1400146484375,26194.8203125,9320.3798828125,4934.4599609375,3447.989990234375,14736.919921875,3237.139892578125,16130.75,53823.359375
2021-04-13,29751.609375,1958.550048828125,28497.25,10850.5302734375,4939.64013671875,3396.469970703125,13528.3095703125,3169.080078125,14504.7998046875,48544.05859375
2021-07-26,27833.2890625,1925.6199951171875,26192.3203125,9355.240234375,4925.2998046875,3467.43994140625,14630.849609375,3224.949951171875,15824.4501953125,52852.26953125
2021-03-12,29717.830078125,1951.06005859375,28739.720703125,11172.9501953125,5146.3798828125,3453.080078125,13897.0302734375,3054.389892578125,15030.9501953125,50792.078125
2021-06-16,29291.009765625,1975.8599853515625,28436.83984375,10562.9697265625,5080.490234375,3518.330078125,14295.9296875,3278.679931640625,15767.5498046875,52501.98046875
2021-05-17,27824.830078125,1878.8599853515625,28194.08984375,10503.83984375,5184.990234375,3517.6201171875,14456.5400390625,3134.52001953125,14923.150390625,49580.73046875
