date,S&P500,S&P100,S&P400,DJI,DJT,DJU,NSDQComp,NSDQ100,RUI,RUT,RUA,W5000
2016-10-13,2132.550048828125,946.4199829101564,1519.5999755859375,18098.939453125,8055.33984375,655.04998779296875,5213.330078125,4803.10009765625,1181.5799560546875,1215.75,1261.4000244140625,22167.7890625
2017-09-01,2476.550048828125,1095.25,1737.7900390625,21987.560546875,9356.01953125,740.95001220703125,6435.330078125,5987.89990234375,1372.6500244140625,1413.5699462890625,1465.449951171875,25717.2890625
2018-02-21,2701.330078125,1194.3800048828125,1884.0400390625,24797.779296875,10372.0595703125,664.82000732421875,7218.22998046875,6759.259765625,1495.8399658203125,1531.8399658203125,1596.3299560546875,27972.970703125
2011-10-31,1253.300048828125,563.3699951171875,887.92999267578125,11955.009765625,4892.56982421875,450.1400146484375,2684.409912109375,2360.080078125,692.40997314453125,741.05999755859375,741.65997314453125,13191.0498046875
2022-12-22,3822.389892578125,1701.2099609375,2417.43994140625,33027.48828125,13421.099609375,966.239990234375,10476.1201171875,10956.1396484375,2096.2099609375,1754.0899658203125,2207.010009765625,37899.75
2017-06-09,2431.77001953125,1071.9000244140625,1757.5400390625,21271.970703125,9327.8798828125,724.8499755859375,6207.919921875,5741.93994140625,1347.510009765625,1421.7099609375,1441.25,25295.44921875
2021-08-19,4405.7998046875,2022.989990234375,2644.7099609375,34894.12109375,14520.1396484375,940.9600219726564,14541.7900390625,14933.9404296875,2465.93994140625,2132.419921875,2601.550048828125,45498.26171875
2013-03-18,1552.0999755859375,698,1137.6800537109375,14452.0595703125,6251.89990234375,492.2200012207031,3237.590087890625,2792.300048828125,862.3499755859375,947.20001220703125,925.52001953125,16410.259765625
2018-07-23,2806.97998046875,1239.4599609375,1998.010009765625,25044.2890625,10813.5498046875,713.79998779296875,7841.8701171875,7371.77978515625,1558.219970703125,1698.4100341796875,1670.949951171875,29363.2109375
2012-06-22,1335.02001953125,611.72998046875,916.1400146484376,12640.7802734375,5083.22021484375,472.05999755859375,2892.419921875,2585.530029296875,735.4600219726564,775.15997314453125,786.8499755859375,13962.1201171875
2022-08-18,4283.740234375,1956.4200439453125,2619.929931640625,33999.0390625,15035.33984375,1057.219970703125,12965.33984375,13505.990234375,2356.389892578125,2000.72998046875,2483.110107421875,42814.7109375
2015-08-21,1970.8900146484375,864.77001953125,1423.199951171875,16459.75,7872.06005859375,597.6500244140625,4706.0400390625,4197.27001953125,1099.81005859375,1156.7900390625,1176.22998046875,20770.279296875
2021-06-08,4227.259765625,1916.8699951171875,2750.320068359375,34599.8203125,15480.7802734375,894.260009765625,13924.91015625,13810.8603515625,2379.070068359375,2343.760009765625,2531.469970703125,44410.171875
2021-03-22,3940.590087890625,1788.06005859375,2598.77001953125,32731.19921875,14168.509765625,847.6699829101564,13377.5400390625,13086.509765625,2225.27001953125,2266.840087890625,2373.419921875,41670.69140625
2018-03-06,2728.1201171875,1202.5400390625,1916.989990234375,24884.119140625,10435.51953125,669.67999267578125,7372.009765625,6913.02001953125,1511.9200439453125,1562.199951171875,1614.5699462890625,28284.609375
2014-08-06,1920.239990234375,853.5399780273436,1370.1600341796875,16443.33984375,8009.81982421875,526.030029296875,4355.0498046875,3874.27001953125,1070.0400390625,1125.550048828125,1144.5400390625,20319.41015625
2022-12-30,3839.5,1709.1700439453125,2430.3798828125,33147.25,13391.91015625,967.4000244140624,10466.48046875,10939.759765625,2105.89990234375,1761.25,2217.139892578125,38073.94140625
2018-06-11,2782,1222.4300537109375,2000.9000244140625,25322.310546875,11054.73046875,656.92999267578125,7659.93017578125,7168.47998046875,1545.4100341796875,1674.6800537109375,1656.4300537109375,29026.630859375
2015-03-03,2107.780029296875,927.67999267578125,1509.72998046875,18203.369140625,9058.3603515625,587.19000244140625,4979.89990234375,4458.77978515625,1175.739990234375,1234.760009765625,1257.4300537109375,22255.7890625
2022-12-09,3934.3798828125,1758.31005859375,2469.580078125,33476.4609375,13762.8203125,974.30999755859375,11004.6201171875,11563.330078125,2157.260009765625,1796.6600341796875,2270.639892578125,39011.9609375
2023-01-30,4017.77001953125,1790.760009765625,2590.669921875,33717.08984375,14157.08984375,964.1099853515624,11393.8095703125,11912.3896484375,2210.72998046875,1885.719970703125,2330.2900390625,40084.66015625
2012-03-22,1392.780029296875,633.77001953125,984.92999267578125,13046.1396484375,5220.81005859375,452.7900085449219,3063.320068359375,2731.5,770.27001953125,821.44000244140625,824.8499755859375,14650.0400390625
2023-11-20,4547.3798828125,2152.93994140625,2546.8798828125,35151.0390625,14982.2900390625,860.010009765625,14284.5302734375,16027.0595703125,2487,1807.0799560546875,2598.14990234375,45642.96875
2015-12-16,2073.070068359375,927.77001953125,1411.1800537109375,17749.08984375,7687,574.1099853515625,5071.1298828125,4664.56005859375,1147.1099853515625,1148.969970703125,1222.1500244140625,21412.890625
2011-08-26,1176.800048828125,531.510009765625,835.9199829101564,11284.5400390625,4460.18994140625,423.6799926757813,2479.85009765625,2161.969970703125,650.53997802734375,691.78997802734375,696.46002197265625,12375.51953125
2011-11-08,1275.9200439453125,573.030029296875,906.84002685546875,12170.1796875,4968.89013671875,454.94000244140625,2727.489990234375,2400.010009765625,704.92999267578125,755.27001953125,755.1300048828125,13421.5498046875
2016-03-23,2036.7099609375,903.95001220703125,1412.1199951171875,17502.58984375,7956.77978515625,658.83001708984375,4768.85986328125,4402.56005859375,1124.719970703125,1075.699951171875,1194.1800537109375,20914.939453125
2021-08-03,4423.14990234375,2024.3299560546875,2708.8798828125,35116.3984375,14586.009765625,920.69000244140625,14761.2900390625,15061.419921875,2483.929931640625,2223.580078125,2626.22998046875,45957.96875
2019-07-18,2995.110107421875,1323.719970703125,1943.5999755859375,27222.970703125,10537.509765625,831.3300170898436,8207.240234375,7904.1298828125,1659.3800048828125,1555.6199951171875,1760.1600341796875,30788.509765625
2013-05-03,1614.4200439453125,725.6500244140625,1165.0699462890625,14973.9599609375,6218.89990234375,529.29998779296875,3378.6298828125,2944.590087890625,895.34002685546875,954.4199829101564,958.7100219726564,17029.599609375
2017-05-18,2365.719970703125,1044.43994140625,1695.0400390625,20663.01953125,8818.580078125,700.70001220703125,6055.1298828125,5626.31005859375,1310.8299560546875,1361.0799560546875,1400.3399658203125,24589.189453125
2011-07-22,1345.02001953125,602.510009765625,991.7899780273436,12681.16015625,5428.240234375,439.2300109863281,2858.830078125,2429.5,747.84002685546875,841.82000732421875,804.32000732421875,14290.580078125
2013-11-12,1767.68994140625,789.45001220703125,1289.0400390625,15750.669921875,7098.27001953125,498.1799926757813,3919.919921875,3365.22998046875,984.530029296875,1101.469970703125,1058.199951171875,18781.169921875
2022-09-09,4067.360107421875,1842.52001953125,2498.050048828125,32151.7109375,14060.91015625,1050.3299560546875,12112.3095703125,12588.2900390625,2240.47998046875,1882.8499755859375,2359.5,40711.19921875
2011-08-09,1172.530029296875,531.0999755859375,824.5999755859375,11239.76953125,4561.1298828125,404.489990234375,2482.52001953125,2160.7900390625,647.8499755859375,696.15997314453125,694.1500244140625,12336.6201171875
2012-03-01,1374.0899658203125,623.15997314453125,985.239990234375,12980.2998046875,5211.47998046875,453.2000122070313,2988.969970703125,2643.5400390625,761.30999755859375,815.219970703125,815.52001953125,14493.330078125
2012-02-06,1344.3299560546875,607.83001708984375,970.22998046875,12845.1298828125,5334.25,449.9500122070313,2901.989990234375,2528.300048828125,745.1199951171875,828.3699951171875,800.55999755859375,14225.3603515625
2016-12-06,2212.22998046875,974.27001953125,1658.280029296875,19251.779296875,9140.26953125,631.3800048828125,5333,4788.669921875,1229.0999755859375,1352.6700439453125,1318.969970703125,23195.6796875
2011-03-01,1306.3299560546875,587.20001220703125,950.1400146484376,12058.01953125,4956.58984375,411.5700073242187,2737.409912109375,2315.260009765625,724.5399780273436,807.0800170898436,778.5999755859375,13845.1904296875
2020-12-23,3690.010009765625,1689.300048828125,2311.889892578125,30129.830078125,12516.5703125,840.17999267578125,12771.1103515625,12653.1396484375,2092.469970703125,2007.0999755859375,2222.64990234375,39091.01953125
2019-08-14,2840.60009765625,1255.0999755859375,1837.989990234375,25479.419921875,9842.400390625,818.2100219726564,7773.93994140625,7490.1298828125,1572.5699462890625,1467.52001953125,1667.5799560546875,29107.05078125
2012-04-02,1419.0400390625,645.28997802734375,999.19000244140625,13264.490234375,5305.5,461.1799926757813,3119.699951171875,2784.419921875,783.1500244140625,840.6300048828125,839.07000732421875,14916.5703125
2024-03-28,5254.35009765625,2478.85009765625,3046.360107421875,39807.37109375,16211.6201171875,882.239990234375,16379.4599609375,18254.689453125,2881.909912109375,2124.550048828125,3012.89990234375,52915.8203125
2021-05-14,4173.85009765625,1890.3199462890625,2721.889892578125,34382.12890625,15917.4599609375,907.72998046875,13429.98046875,13393.1201171875,2342.64990234375,2224.6298828125,2486.56005859375,43415.80078125
2023-10-24,4247.68017578125,2006.9300537109375,2383.639892578125,33141.37890625,14237.98046875,819.27001953125,13139.8701171875,14745.8603515625,2322.85009765625,1679.5,2426.06005859375,42612.12890625
2022-05-09,3991.239990234375,1820.6199951171875,2396.93994140625,32245.69921875,14470.3603515625,998.04998779296875,11623.25,12187.7197265625,2188.080078125,1762.0799560546875,2298.43994140625,39586.5390625
2022-03-30,4602.4501953125,2120.719970703125,2732.60009765625,35228.80859375,16546.849609375,1042.0999755859375,14442.26953125,15071.5498046875,2540.85009765625,2091.070068359375,2672.43994140625,46320.4296875
2021-02-01,3773.860107421875,1737.0999755859375,2388.77001953125,30211.91015625,12250,856.5800170898436,13403.3896484375,13248.900390625,2135.9599609375,2126.159912109375,2274.5400390625,40074.4609375
2021-08-26,4470,2051.389892578125,2716.68994140625,35213.12109375,14723.7099609375,931.77001953125,14945.8095703125,15278.51953125,2508.47998046875,2213.97998046875,2649.81005859375,46380.71875
2023-07-06,4411.58984375,2060.0400390625,2579.2900390625,33922.26171875,15399.4501953125,911.2899780273436,13679.0400390625,15089.4501953125,2414.010009765625,1842.22998046875,2528.340087890625,44424.12890625
2015-09-15,1978.0899658203125,871.530029296875,1424,16599.849609375,8163.93017578125,553.739990234375,4860.52001953125,4360.27978515625,1104.1400146484375,1166,1181.239990234375,20851.740234375
2013-12-26,1842.02001953125,821.42999267578125,1335.3900146484375,16479.880859375,7363.64013671875,487.1199951171875,4167.18017578125,3584.580078125,1026.6199951171875,1162.6500244140625,1104.52001953125,19636.5703125
2024-03-08,5123.68994140625,2417.530029296875,2952.389892578125,38722.69140625,15718.2197265625,855.6500244140625,16085.1103515625,18018.44921875,2810.1201171875,2082.7099609375,2938.6298828125,51615.3984375
2012-06-25,1313.719970703125,602.09002685546875,899.42999267578125,12502.66015625,4985.3798828125,470.2099914550781,2836.159912109375,2533.5400390625,723.530029296875,761.9000244140625,774.0399780273436,13736.009765625
2025-06-11,6022.240234375,2948.840087890625,3052.280029296875,42865.76953125,14928.150390625,1028.9100341796875,19615.880859375,21860.80078125,3297.110107421875,2148.22998046875,3426.6201171875,60189.7109375
2019-02-14,2745.72998046875,1204.800048828125,1891.6600341796875,25439.390625,10537.6298828125,735.42999267578125,7426.9501953125,7022.419921875,1524.0799560546875,1545.1099853515625,1625.47998046875,28493.259765625
2019-05-15,2850.9599609375,1262.300048828125,1899.97998046875,25648.01953125,10475.080078125,780.90997314453125,7822.14990234375,7503.25,1579.8800048828125,1548.27001953125,1680.9100341796875,29471.33984375
2013-01-18,1485.97998046875,671.3699951171875,1073.9300537109375,13649.7001953125,5695.27001953125,462.8800048828125,3134.7099609375,2743.239990234375,824.2899780273436,892.79998779296875,883.7100219726564,15674.3701171875
2011-01-19,1281.9200439453125,577.469970703125,923.92999267578125,11825.2900390625,5129.330078125,411.30999755859375,2725.360107421875,2303.320068359375,710.42999267578125,786.8900146484375,763.0800170898436,13592.2900390625
2019-07-12,3013.77001953125,1332.3199462890625,1960.489990234375,27332.029296875,10637.3095703125,824.29998779296875,8244.1396484375,7943.240234375,1669.0400390625,1570,1770.800048828125,30984.9296875
2019-02-22,2792.669921875,1225.06005859375,1933.719970703125,26031.810546875,10593.0498046875,757.239990234375,7527.5400390625,7090.6298828125,1549.969970703125,1590.06005859375,1654.5400390625,28986.2890625
2018-08-24,2874.68994140625,1272.4300537109375,2035.0999755859375,25790.349609375,11284.990234375,731.0800170898436,7945.97998046875,7485.39990234375,1595.72998046875,1725.6700439453125,1710.1300048828125,30014.720703125
2013-12-31,1848.3599853515625,823.80999755859375,1342.530029296875,16576.66015625,7400.56982421875,490.5700073242187,4176.58984375,3592,1030.3599853515625,1163.6400146484375,1108.2900390625,19706.029296875
2020-11-20,3557.5400390625,1628.3499755859375,2147.610107421875,29263.48046875,12232.099609375,873.2899780273436,11854.9697265625,11906.4404296875,1996.1700439453125,1785.3399658203125,2110.89990234375,37023.1796875
2016-04-20,2102.39990234375,934.54998779296875,1477.489990234375,18096.26953125,8109.18994140625,649.04998779296875,4948.1298828125,4540.43994140625,1163.22998046875,1142.2900390625,1237.4599609375,21698.669921875
2024-06-17,5473.22998046875,2651.510009765625,2921.18994140625,38778.1015625,14932.900390625,908.80999755859375,17857.01953125,19902.75,2978.31005859375,2022.010009765625,3100.909912109375,54515.828125
2015-06-05,2092.830078125,919.9000244140624,1526.6199951171875,17849.4609375,8509.6396484375,562.95001220703125,5068.4599609375,4477.18994140625,1169.7099609375,1261.010009765625,1253.530029296875,22167.66015625
2022-12-16,3852.360107421875,1718.9200439453125,2416.510009765625,32920.4609375,13738.0400390625,963.239990234375,10705.41015625,11243.7197265625,2113.18994140625,1763.4200439453125,2224.52001953125,38217
2014-12-31,2058.89990234375,908.3800048828124,1452.43994140625,17823.0703125,9139.919921875,618.08001708984375,4736.0498046875,4236.27978515625,1144.3699951171875,1204.699951171875,1224.1099853515625,21669.859375
2021-05-27,4200.8798828125,1903.6700439453125,2725.909912109375,34464.640625,15709.6298828125,892.9199829101564,13736.2802734375,13657.849609375,2362.27001953125,2273.070068359375,2509.590087890625,43943.26953125
2023-03-09,3918.320068359375,1758.6400146484375,2524.030029296875,32254.859375,14569.169921875,902.02001953125,11338.349609375,11995.8798828125,2155.47998046875,1826.5899658203125,2271.169921875,39050.05859375
2020-06-04,3112.35009765625,1413.0799560546875,1852.199951171875,26281.8203125,9575.25,814.05999755859375,9615.8095703125,9629.66015625,1723.510009765625,1452.06005859375,1816.0899658203125,31714.76953125
2016-10-11,2136.72998046875,949.0399780273436,1521,18128.66015625,8086.58984375,640.78997802734375,5246.7900390625,4821.91015625,1183.9000244140625,1227.6199951171875,1264.6099853515625,22237.7109375
2024-06-28,5460.47998046875,2645.2099609375,2930.090087890625,39118.859375,15415.23046875,906.6699829101564,17732.599609375,19682.869140625,2974.639892578125,2047.68994140625,3099.159912109375,54470.66015625
2013-08-30,1632.969970703125,730.9199829101564,1183.8699951171875,14810.3095703125,6249.8798828125,477.8699951171875,3589.8701171875,3073.81005859375,909.280029296875,1010.9000244140624,976.8300170898436,17352.080078125
2019-09-27,2961.7900390625,1308.6600341796875,1922.739990234375,26820.25,10341.26953125,876.4600219726564,7939.6298828125,7681.580078125,1635.6199951171875,1520.47998046875,1734,30204.05078125
2015-07-07,2081.340087890625,915.55999755859375,1507.3499755859375,17776.91015625,8179.02001953125,576.719970703125,4997.4599609375,4429.06005859375,1162.3499755859375,1248.050048828125,1245.18994140625,21994.390625
2023-12-22,4754.6298828125,2230.47998046875,2787.530029296875,37385.96875,16063.900390625,873.1500244140625,14992.9697265625,16777.400390625,2614.56005859375,2033.9599609375,2741.199951171875,48171.76171875
2015-04-30,2085.510009765625,916.2899780273436,1500.18994140625,17840.51953125,8592.8896484375,586.6300048828125,4941.419921875,4414.25,1164.030029296875,1220.1300048828125,1244.719970703125,22034.2890625
2017-01-05,2269,1004.1400146484376,1683.3800048828125,19899.2890625,9051.759765625,659.8499755859375,5487.93994140625,4964.9501953125,1259.3199462890625,1371.93994140625,1350.31005859375,23748.630859375
